city;area;rooms;bathroom;parking spaces;floor;animal;furniture;hoa (R$);property tax (R$);fire insurance (R$);rent amount (R$)
Belo Horizonte;160;4;3;2;-;acept;not furnished;0;143;61;3700
São Paulo;50;1;1;0;3;acept;not furnished;400;59;20;1500
São Paulo;126;2;3;1;9;acept;furnished;2000;317;127;10000
Rio de Janeiro;65;1;1;1;6;not acept;furnished;1100;434;52;4000
São Paulo;120;3;2;2;8;acept;not furnished;740;238;51;4000
Belo Horizonte;150;4;2;2;8;acept;not furnished;730;396;56;4200
Campinas;76;1;1;1;1;not acept;furnished;969;130;32;2500
São Paulo;226;4;5;4;1;acept;not furnished;4360;2242;191;15000
São Paulo;22;1;1;0;-;not acept;not furnished;0;0;15;976
Campinas;154;3;3;1;14;not acept;not furnished;1700;0;83;6500
São Paulo;56;2;2;2;1;acept;not furnished;480;42;21;1630
Belo Horizonte;212;3;5;4;-;acept;not furnished;0;393;69;4200
São Paulo;62;3;2;1;4;acept;not furnished;400;75;17;1300
Rio de Janeiro;80;2;2;2;3;not acept;not furnished;4200;327;101;7800
São Paulo;420;4;4;4;7;acept;not furnished;6000;2000;153;12000
Porto Alegre;32;1;1;0;-;acept;furnished;230;23;11;750
São Paulo;30;1;1;1;9;not acept;not furnished;0;0;39;3000
Campinas;70;2;2;0;5;not acept;not furnished;0;62;16;1000
São Paulo;200;3;3;2;-;not acept;not furnished;0;750;91;6000
São Paulo;25;1;1;0;2;acept;not furnished;105;0;17;1330
São Paulo;42;1;1;1;9;acept;furnished;768;17;47;3696
São Paulo;135;3;3;2;1;acept;furnished;1650;584;54;4250
Porto Alegre;47;1;1;0;3;acept;not furnished;250;38;14;900
Porto Alegre;35;1;1;0;3;acept;furnished;200;15;13;880
São Paulo;75;3;2;0;12;not acept;furnished;800;64;29;2236
São Paulo;300;2;2;0;-;acept;furnished;0;292;46;3000
São Paulo;45;1;1;1;14;not acept;furnished;2200;167;30;2300
Belo Horizonte;850;5;7;8;-;acept;not furnished;0;1;164;10000
Porto Alegre;140;3;2;2;3;acept;not furnished;686;250;44;3000
São Paulo;60;2;1;0;-;not acept;not furnished;0;0;19;1222
São Paulo;50;1;1;0;-;not acept;not furnished;0;34;19;1250
Campinas;150;4;5;2;1;acept;not furnished;1100;360;37;2860
São Paulo;160;3;2;1;1;acept;not furnished;185;223;116;7693
São Paulo;334;3;3;8;-;acept;not furnished;0;209;130;8600
São Paulo;330;4;3;0;-;acept;not furnished;0;750;148;9800
Porto Alegre;38;1;1;0;4;acept;furnished;190;20;27;1800
Belo Horizonte;280;4;7;4;6;not acept;not furnished;350;642;40;3000
São Paulo;200;3;3;2;12;acept;not furnished;2000;417;83;6500
São Paulo;100;4;5;2;7;acept;not furnished;2400;500;108;8500
Rio de Janeiro;80;2;1;0;2;acept;furnished;515;101;19;1400
São Paulo;267;3;6;6;-;acept;not furnished;0;470;73;4800
Rio de Janeiro;130;3;1;1;2;acept;not furnished;1000;184;46;3500
Belo Horizonte;70;2;3;1;12;acept;furnished;700;165;33;2450
São Paulo;213;3;5;5;10;acept;not furnished;3800;0;79;6200
São Paulo;35;1;1;0;-;not acept;not furnished;0;40;12;780
Belo Horizonte;312;4;5;4;15;acept;not furnished;3150;1747;200;15000
São Paulo;160;3;4;3;4;acept;not furnished;2087;298;32;2500
São Paulo;22;1;1;0;26;acept;not furnished;295;44;26;2000
São Paulo;400;4;4;3;1;acept;furnished;3000;0;127;10000
São Paulo;45;1;2;1;11;acept;not furnished;495;99;27;2100
São Paulo;237;4;4;0;13;not acept;not furnished;3168;1031;102;8000
São Paulo;180;3;3;0;-;acept;not furnished;0;715;196;13000
São Paulo;30;1;1;0;2;not acept;not furnished;349;0;23;1805
São Paulo;13;1;1;0;2;acept;not furnished;0;42;28;2200
São Paulo;140;4;4;2;-;acept;furnished;0;107;103;6800
Belo Horizonte;62;2;1;1;3;acept;not furnished;100;84;14;1050
Rio de Janeiro;76;2;1;0;3;acept;not furnished;625;50;13;1000
São Paulo;220;3;4;4;15;acept;not furnished;1587;711;54;4250
Campinas;143;3;3;2;6;acept;not furnished;1600;250;42;3300
Campinas;44;2;1;0;2;acept;not furnished;272;0;9;650
São Paulo;90;3;2;1;10;acept;not furnished;934;65;19;1450
Belo Horizonte;190;4;3;3;10;acept;furnished;1384;357;64;4800
São Paulo;79;2;3;1;14;acept;not furnished;2500;500;40;3100
São Paulo;45;1;1;2;8;acept;not furnished;695;170;23;1800
Campinas;73;3;2;2;17;acept;not furnished;570;125;31;2400
São Paulo;168;3;4;5;7;acept;furnished;1610;190;46;3600
São Paulo;95;3;2;3;20;not acept;not furnished;687;41;32;2500
Porto Alegre;180;2;2;1;4;acept;not furnished;170;25;30;2001
Porto Alegre;65;2;2;0;5;not acept;not furnished;485;87;21;1390
Belo Horizonte;110;4;2;0;-;acept;not furnished;0;0;31;1850
São Paulo;58;1;1;1;13;acept;furnished;750;200;60;4700
Belo Horizonte;15;1;1;0;-;acept;not furnished;45;0;9;665
São Paulo;213;4;3;5;-;acept;not furnished;0;298;59;3900
São Paulo;162;4;4;3;7;not acept;not furnished;1500;891;70;5500
São Paulo;49;1;1;0;12;not acept;furnished;443;89;49;3800
São Paulo;32;1;1;0;2;acept;not furnished;0;0;18;1400
Belo Horizonte;78;3;2;2;16;acept;not furnished;875;229;31;2300
Porto Alegre;240;4;4;2;-;acept;not furnished;0;630;89;5000
Campinas;150;3;2;1;-;acept;not furnished;0;167;20;1320
Belo Horizonte;60;2;1;1;2;acept;not furnished;275;97;16;1200
Belo Horizonte;160;3;2;3;4;not acept;not furnished;460;177;47;3500
São Paulo;74;2;2;2;7;acept;not furnished;1100;163;44;3400
São Paulo;280;4;4;8;-;acept;not furnished;0;688;106;7040
Porto Alegre;42;1;1;0;6;not acept;not furnished;320;21;13;850
Porto Alegre;102;3;2;5;-;acept;not furnished;0;103;53;2975
São Paulo;123;3;2;2;11;acept;not furnished;1342;283;28;2174
Porto Alegre;50;2;1;1;-;acept;not furnished;0;25;18;1000
São Paulo;125;3;2;2;-;acept;not furnished;0;5;26;1700
Porto Alegre;240;3;2;4;-;acept;not furnished;0;500;98;5500
São Paulo;85;3;2;3;3;acept;furnished;1100;153;26;1999
Belo Horizonte;260;4;5;4;5;acept;not furnished;2405;153;200;15000
São Paulo;22;1;1;0;-;not acept;not furnished;0;0;14;870
São Paulo;278;3;2;1;11;acept;not furnished;2640;601;99;7800
São Paulo;18;1;1;0;8;acept;not furnished;400;30;15;1130
Rio de Janeiro;196;3;4;1;11;acept;not furnished;1500;500;71;5500
São Paulo;26;1;1;0;3;acept;not furnished;200;1;45;3500
São Paulo;100;4;2;2;-;acept;not furnished;0;42;53;3500
São Paulo;460;4;3;6;8;acept;not furnished;4400;1667;127;10000
São Paulo;189;4;3;2;5;not acept;furnished;2300;584;83;6500
São Paulo;226;3;3;0;-;acept;furnished;0;34;91;6000
São Paulo;418;2;4;3;17;not acept;not furnished;5274;117;88;6875
Campinas;660;5;5;4;-;acept;not furnished;1400;1000;76;5000
Campinas;120;1;2;1;-;acept;not furnished;0;0;17;1112
São Paulo;70;2;1;1;1;acept;not furnished;484;20;14;1100
São Paulo;400;10;5;8;-;acept;not furnished;0;1417;164;10900
Campinas;82;3;3;2;4;acept;not furnished;550;153;20;1500
São Paulo;210;3;4;4;11;acept;furnished;2000;1000;191;15000
São Paulo;92;3;2;2;11;acept;not furnished;660;105;25;1900
Belo Horizonte;64;3;1;0;3;not acept;not furnished;215;27;19;1400
Porto Alegre;35;2;1;0;1;not acept;furnished;0;0;20;1350
São Paulo;120;2;2;2;-;acept;not furnished;0;226;41;2690
São Paulo;16;1;1;0;1;not acept;not furnished;0;59;16;1200
Porto Alegre;60;2;1;0;2;acept;not furnished;300;0;14;950
Campinas;223;3;5;2;2;acept;not furnished;1400;290;42;3300
São Paulo;50;1;1;0;-;not acept;not furnished;0;0;13;800
Porto Alegre;30;1;1;0;5;acept;not furnished;400;35;14;940
São Paulo;111;2;2;1;14;not acept;not furnished;1400;175;45;3500
São Paulo;290;4;3;2;1;not acept;furnished;2890;862;91;7150
Campinas;80;3;1;1;1;acept;not furnished;380;50;10;1328
São Paulo;353;4;5;5;46;acept;not furnished;3000;0;127;10000
São Paulo;55;2;1;1;18;acept;not furnished;635;80;26;1990
Campinas;49;2;1;1;1;acept;not furnished;263;38;13;1000
Rio de Janeiro;50;2;1;0;4;acept;not furnished;450;21;11;850
São Paulo;182;4;4;2;10;acept;not furnished;2965;605;77;6000
São Paulo;42;1;1;1;9;acept;furnished;565;24;49;3800
São Paulo;500;5;7;5;22;acept;not furnished;5500;2084;178;14000
São Paulo;56;1;1;0;-;not acept;not furnished;0;48;19;1200
Rio de Janeiro;170;3;2;1;9;acept;not furnished;2000;384;60;4600
São Paulo;160;3;3;2;8;acept;not furnished;2000;570;64;5000
São Paulo;70;1;1;2;-;acept;not furnished;0;63;20;1300
Campinas;120;2;1;4;-;acept;not furnished;0;59;37;2400
Rio de Janeiro;65;2;1;1;3;acept;furnished;550;0;22;1650
São Paulo;300;4;4;6;7;not acept;furnished;4000;1180;70;5500
São Paulo;140;3;2;2;8;acept;furnished;1050;209;153;12000
São Paulo;108;2;3;2;-;acept;not furnished;450;250;32;2100
Porto Alegre;220;3;3;4;-;acept;not furnished;0;2360;45;2500
São Paulo;157;3;3;4;19;acept;not furnished;1300;725;63;4900
São Paulo;101;3;4;2;5;acept;not furnished;1300;340;40;3120
São Paulo;87;3;2;4;14;acept;not furnished;800;67;26;2000
Campinas;123;3;2;2;13;acept;not furnished;834;148;26;2000
São Paulo;67;1;2;1;12;acept;furnished;815;117;32;2479
São Paulo;200;3;3;8;-;acept;not furnished;0;509;68;4480
São Paulo;48;2;1;1;8;acept;not furnished;545;0;22;1720
Belo Horizonte;51;2;1;1;2;acept;not furnished;260;27;10;700
São Paulo;54;2;1;1;5;not acept;not furnished;245;4;17;1300
São Paulo;280;3;3;2;9;acept;furnished;3000;692;72;5650
São Paulo;172;3;4;3;5;acept;furnished;1650;890;99;7800
São Paulo;136;3;2;2;13;acept;furnished;1259;374;191;15000
São Paulo;300;4;2;0;5;acept;not furnished;6000;834;191;15000
São Paulo;26;1;1;0;6;acept;furnished;250;42;30;2300
Rio de Janeiro;52;1;1;0;2;acept;not furnished;477;50;16;1172
Rio de Janeiro;72;2;2;1;5;acept;not furnished;500;5;16;1200
Rio de Janeiro;240;3;3;1;8;acept;furnished;2300;417;91;7000
São Paulo;100;3;2;6;-;acept;not furnished;0;1000;113;7500
Rio de Janeiro;145;3;3;2;4;not acept;not furnished;4000;0;155;11960
São Paulo;60;2;2;2;-;acept;not furnished;165;67;30;1950
Porto Alegre;260;2;2;1;3;acept;not furnished;170;25;30;2000
Belo Horizonte;28;1;1;0;-;not acept;furnished;550;0;15;1100
Campinas;25;1;1;0;3;not acept;not furnished;300;0;13;1000
São Paulo;45;2;1;1;9;acept;not furnished;300;34;25;1920
Belo Horizonte;115;3;2;2;3;acept;not furnished;450;133;26;1950
Porto Alegre;48;2;1;0;4;acept;not furnished;468;28;12;800
São Paulo;150;3;3;8;-;acept;not furnished;0;1084;121;8000
São Paulo;160;4;3;2;-;acept;not furnished;0;250;58;3800
São Paulo;700;4;4;4;-;acept;not furnished;0;21880;151;10000
São Paulo;340;4;6;4;11;not acept;not furnished;4800;1667;97;7650
Rio de Janeiro;25;1;1;0;3;acept;not furnished;561;0;7;1513
São Paulo;79;3;2;2;11;acept;not furnished;652;90;17;1290
São Paulo;35;1;1;1;2;acept;not furnished;530;134;21;1600
São Paulo;270;3;4;0;1;acept;not furnished;0;165;45;3500
São Paulo;156;3;4;3;7;not acept;not furnished;1417;500;64;5000
São Paulo;50;1;1;1;8;acept;furnished;600;0;20;2800
São Paulo;60;1;1;2;2;not acept;not furnished;3398;288;25;1900
São Paulo;140;3;4;3;18;acept;not furnished;1100;489;51;4000
São Paulo;53;1;1;0;2;not acept;not furnished;170;68;22;1680
São Paulo;200;4;4;4;-;acept;not furnished;0;450;64;4220
Belo Horizonte;125;4;2;2;1;not acept;not furnished;1100;267;28;2100
São Paulo;160;3;4;3;-;acept;furnished;0;0;141;9350
Campinas;300;4;5;3;9;acept;not furnished;1650;459;121;9500
Belo Horizonte;175;3;3;2;4;acept;furnished;400;205;50;3700
Rio de Janeiro;158;3;2;2;14;acept;furnished;2000;445;104;8000
Rio de Janeiro;110;3;2;1;4;acept;not furnished;1200;259;37;2850
São Paulo;168;3;2;2;-;acept;not furnished;0;152;38;2500
São Paulo;120;3;1;2;-;not acept;not furnished;0;117;53;3500
Belo Horizonte;230;4;3;4;7;acept;furnished;3100;1500;200;15000
São Paulo;255;3;4;2;10;acept;furnished;2600;500;77;6000
São Paulo;23;1;1;1;26;acept;not furnished;472;59;30;2300
São Paulo;120;3;2;1;1;not acept;not furnished;870;160;32;2500
São Paulo;45;1;1;2;8;acept;not furnished;695;170;23;1800
Belo Horizonte;154;3;2;1;1;acept;not furnished;300;159;27;2000
Rio de Janeiro;50;1;1;1;13;not acept;furnished;0;0;59;4520
Rio de Janeiro;104;3;2;2;4;acept;furnished;1549;337;91;7000
São Paulo;50;2;1;1;9;acept;not furnished;978;124;31;2430
Porto Alegre;75;2;2;1;6;acept;not furnished;383;117;21;1400
São Paulo;145;3;2;1;2;acept;furnished;1017;12;26;2000
São Paulo;211;3;5;3;12;acept;furnished;2500;750;89;7000
São Paulo;30;1;1;0;2;not acept;not furnished;0;0;27;2060
Campinas;170;4;3;1;10;not acept;not furnished;1470;0;47;3700
São Paulo;86;2;2;1;4;acept;not furnished;690;93;25;1900
Rio de Janeiro;230;3;4;3;10;acept;not furnished;2000;556;39;3000
São Paulo;61;1;2;2;1;not acept;furnished;2200;250;51;4000
São Paulo;383;4;4;5;11;not acept;not furnished;2189;709;39;3004
São Paulo;210;3;3;0;-;acept;not furnished;0;734;83;5500
São Paulo;60;2;2;1;14;not acept;furnished;916;59;72;5650
São Paulo;213;4;6;4;1;acept;furnished;3200;970;108;8500
Porto Alegre;93;2;2;3;6;acept;furnished;873;224;57;3900
São Paulo;50;1;1;1;20;not acept;furnished;781;212;68;5300
São Paulo;149;2;3;3;21;acept;not furnished;1603;883;58;4500
São Paulo;410;4;5;5;1;acept;not furnished;0;0;254;20000
São Paulo;40;1;1;1;14;acept;furnished;474;105;41;3175
Rio de Janeiro;46;1;1;0;11;acept;furnished;659;101;20;1500
São Paulo;378;4;4;8;-;acept;furnished;0;1334;151;10000
São Paulo;60;2;2;2;11;acept;furnished;760;132;49;3800
Rio de Janeiro;180;2;3;1;3;acept;furnished;2500;700;110;8500
Belo Horizonte;70;2;2;2;1;not acept;not furnished;300;94;20;1450
São Paulo;68;2;1;1;9;acept;not furnished;0;0;27;2100
Rio de Janeiro;85;2;2;1;4;acept;not furnished;763;78;24;1800
Belo Horizonte;140;4;2;2;2;acept;not furnished;450;221;31;2281
Belo Horizonte;52;2;2;1;2;not acept;not furnished;360;86;22;1650
Porto Alegre;63;2;2;0;7;not acept;furnished;400;109;38;2600
São Paulo;65;2;2;2;13;acept;furnished;1084;207;42;3300
Belo Horizonte;60;3;1;1;1;acept;not furnished;348;63;13;950
Belo Horizonte;27;1;1;0;2;not acept;not furnished;0;334;16;1167
São Paulo;260;4;4;3;11;not acept;not furnished;3500;1417;191;15000
São Paulo;44;1;1;1;13;acept;not furnished;400;0;16;1200
São Paulo;170;3;3;2;-;acept;not furnished;0;334;73;4850
São Paulo;118;3;2;1;11;not acept;not furnished;1116;185;61;4775
São Paulo;114;3;2;2;9;acept;not furnished;900;100;48;3780
Belo Horizonte;154;4;2;2;2;acept;not furnished;1465;305;38;2800
Rio de Janeiro;108;3;1;1;3;not acept;furnished;2300;334;194;15000
São Paulo;147;3;2;2;4;acept;furnished;1313;414;46;3600
São Paulo;365;3;4;3;15;acept;not furnished;3700;1250;153;12000
Porto Alegre;109;3;2;1;2;acept;furnished;681;193;36;2423
Belo Horizonte;148;3;3;2;3;acept;furnished;284;104;34;2500
São Paulo;250;3;4;2;-;acept;not furnished;0;75;91;6000
Campinas;79;2;1;1;3;not acept;not furnished;245;25;13;1000
Rio de Janeiro;66;2;1;1;9;acept;not furnished;997;179;31;2400
Campinas;54;1;1;1;6;not acept;not furnished;0;31;18;1370
Campinas;87;3;1;1;6;acept;not furnished;730;64;16;1200
São Paulo;640;4;4;4;12;acept;furnished;5400;1584;130;10200
São Paulo;71;2;1;0;3;acept;furnished;613;0;14;1040
São Paulo;35;1;1;1;6;not acept;furnished;886;90;16;1250
São Paulo;57;2;2;1;2;not acept;furnished;584;50;30;2300
São Paulo;38;1;1;0;8;not acept;not furnished;480;25;16;1220
Rio de Janeiro;70;2;2;1;3;acept;not furnished;990;122;48;3700
São Paulo;350;2;4;8;-;not acept;not furnished;0;450;50;3300
Rio de Janeiro;300;4;3;2;5;not acept;furnished;2500;750;155;12000
Porto Alegre;80;2;2;0;8;acept;not furnished;430;121;20;1320
Rio de Janeiro;160;3;3;1;4;acept;not furnished;1050;317;38;2900
Porto Alegre;117;3;2;2;10;acept;not furnished;1564;167;81;5500
Porto Alegre;112;3;2;2;3;acept;furnished;800;100;60;4100
Rio de Janeiro;100;2;2;1;-;acept;not furnished;0;0;29;1870
Rio de Janeiro;160;4;2;1;2;acept;not furnished;1500;0;55;4230
Porto Alegre;68;2;1;0;3;acept;not furnished;270;19;11;700
São Paulo;530;4;4;4;4;not acept;not furnished;3857;1636;64;5000
São Paulo;210;3;2;2;-;acept;furnished;0;101;53;3500
Rio de Janeiro;33;1;1;0;8;not acept;furnished;600;100;25;3300
São Paulo;40;2;1;0;3;acept;not furnished;348;0;14;1100
Belo Horizonte;200;5;5;8;-;acept;not furnished;0;1017;99;6000
São Paulo;58;2;1;2;10;acept;not furnished;383;0;18;1360
São Paulo;120;3;3;2;6;acept;not furnished;1800;134;44;3400
São Paulo;162;3;4;0;-;acept;not furnished;0;267;49;3200
São Paulo;301;4;5;4;3;acept;furnished;4265;1600;159;12500
São Paulo;40;1;1;0;1;not acept;not furnished;150;38;23;1800
Rio de Janeiro;45;1;1;0;5;acept;not furnished;750;34;13;1000
Rio de Janeiro;135;3;2;1;2;acept;not furnished;1940;428;40;3060
São Paulo;135;3;2;1;4;acept;not furnished;1378;279;42;3290
Porto Alegre;102;3;2;2;8;acept;furnished;1125;225;81;5525
São Paulo;76;2;2;2;6;acept;not furnished;978;123;18;1400
São Paulo;180;4;1;1;13;acept;not furnished;2420;400;108;8500
Belo Horizonte;72;2;2;1;-;acept;not furnished;0;66;21;1250
São Paulo;128;2;3;1;4;acept;not furnished;755;85;55;4339
Campinas;60;3;2;0;2;acept;not furnished;350;88;30;2362
São Paulo;44;1;1;0;4;acept;furnished;450;30;32;2500
São Paulo;189;3;3;1;12;acept;not furnished;2143;371;74;5800
Porto Alegre;450;6;2;8;-;acept;not furnished;0;197;72;4000
São Paulo;286;4;4;5;-;acept;not furnished;0;1125;163;10800
São Paulo;276;4;6;4;10;acept;furnished;3450;1713;58;4500
São Paulo;60;1;2;1;9;not acept;furnished;844;0;49;3800
São Paulo;40;1;1;0;-;not acept;not furnished;0;48;14;880
Rio de Janeiro;57;2;2;1;4;acept;not furnished;600;0;24;1800
Campinas;45;1;1;1;3;acept;not furnished;521;38;8;600
São Paulo;42;1;1;1;12;not acept;furnished;712;22;45;3500
Rio de Janeiro;68;2;1;1;2;acept;not furnished;560;42;15;1100
Rio de Janeiro;120;3;2;1;4;acept;not furnished;1650;355;62;4800
São Paulo;360;4;4;2;4;acept;not furnished;3340;0;141;11050
São Paulo;140;2;1;0;-;acept;not furnished;0;167;25;1650
São Paulo;35;1;1;0;-;acept;not furnished;0;30;14;1100
São Paulo;16;1;1;0;1;not acept;not furnished;0;0;12;910
Campinas;110;3;1;1;13;acept;not furnished;780;108;9;1100
Campinas;69;2;1;1;7;not acept;not furnished;485;60;13;980
Belo Horizonte;59;2;2;0;2;not acept;furnished;510;112;19;1400
São Paulo;336;4;4;6;-;acept;not furnished;0;950;116;7677
São Paulo;210;4;4;3;5;acept;furnished;2800;917;64;5000
São Paulo;242;4;5;4;4;acept;furnished;3270;930;153;12000
Porto Alegre;28;1;1;0;4;acept;not furnished;350;21;9;550
São Paulo;220;4;3;3;2;not acept;furnished;4208;1203;115;9000
Porto Alegre;62;3;2;1;1;not acept;not furnished;485;54;24;1629
Rio de Janeiro;111;3;2;2;11;acept;furnished;1100;325;46;3500
Campinas;159;3;2;2;1;acept;not furnished;1000;334;32;2500
Rio de Janeiro;70;2;2;0;5;acept;furnished;690;100;29;2250
São Paulo;150;3;2;2;2;acept;not furnished;1181;384;26;2000
São Paulo;50;1;1;1;17;acept;furnished;776;126;51;4000
São Paulo;450;3;3;8;-;acept;furnished;0;400;76;5015
Belo Horizonte;64;2;1;1;2;acept;not furnished;252;78;12;850
São Paulo;600;5;7;5;-;acept;not furnished;0;155;79;5200
São Paulo;70;1;1;0;8;acept;not furnished;430;109;41;3200
São Paulo;76;3;2;0;6;acept;not furnished;1160;95;16;1240
São Paulo;280;3;3;4;-;acept;not furnished;0;834;99;6520
São Paulo;172;2;4;3;23;acept;not furnished;1400;775;140;11000
São Paulo;246;3;4;4;3;acept;furnished;3800;750;153;12000
São Paulo;64;2;1;1;8;acept;not furnished;400;101;20;1500
Belo Horizonte;30;1;1;0;2;not acept;not furnished;0;0;8;550
São Paulo;80;3;2;1;-;acept;not furnished;0;47;33;2170
Rio de Janeiro;87;3;1;1;7;acept;not furnished;786;159;24;1800
Porto Alegre;50;1;1;1;7;acept;not furnished;250;0;12;800
Porto Alegre;50;1;1;0;6;acept;not furnished;400;20;12;800
São Paulo;30;1;1;0;-;not acept;not furnished;0;167;28;1850
São Paulo;43;1;1;0;6;acept;not furnished;219;42;6;1472
São Paulo;300;3;4;0;-;acept;furnished;0;2000;151;10000
Campinas;58;1;2;1;10;not acept;not furnished;850;40;10;750
São Paulo;30;1;1;1;14;not acept;not furnished;1379;18;22;1660
São Paulo;54;2;1;0;2;not acept;not furnished;571;135;22;1700
Rio de Janeiro;80;2;2;1;2;not acept;not furnished;1050;167;46;3500
Porto Alegre;62;2;2;1;10;acept;not furnished;480;9;24;1600
Porto Alegre;66;2;2;0;3;acept;not furnished;550;50;18;1200
São Paulo;80;2;2;1;2;acept;not furnished;400;36;20;1500
São Paulo;560;4;4;7;2;acept;not furnished;8600;5000;191;15000
São Paulo;30;1;1;1;5;acept;furnished;500;84;50;3900
São Paulo;50;1;1;0;-;acept;not furnished;0;0;25;1600
Rio de Janeiro;81;2;2;1;8;acept;furnished;615;225;46;3500
São Paulo;218;4;4;4;3;not acept;not furnished;2488;1454;63;4930
Campinas;54;2;1;2;6;acept;not furnished;300;46;16;1200
Rio de Janeiro;60;2;1;0;-;not acept;not furnished;0;0;19;1200
Belo Horizonte;100;3;1;1;2;acept;not furnished;150;0;16;1200
São Paulo;156;2;3;2;8;acept;furnished;2040;292;173;13590
São Paulo;300;3;4;3;1;acept;furnished;3000;0;51;4000
São Paulo;39;1;1;1;3;not acept;furnished;680;115;32;2500
São Paulo;150;4;3;4;-;acept;not furnished;0;500;46;3000
São Paulo;140;2;3;4;10;acept;furnished;2300;417;79;6170
São Paulo;240;4;4;3;1;acept;not furnished;2800;792;54;4200
São Paulo;70;2;1;0;-;acept;not furnished;0;70;20;1300
Campinas;462;4;7;4;-;acept;not furnished;0;590;76;5000
